48,2,1,1,9,1,9,1,1,1,9,9,9,1,1,9,9,75,75,1,100,1,90,1,90,1,90,1,0,1,20,1,20,1,5,1,5,25,50,75,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,37
49,2,9,5,6,4,8,1,5,4,5,2,6,6,6,5,4,50,0,1,100,1,40,1,50,1,25,0,10,0,75,1,25,1,50,1,25,30,50,70,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,28
50,1,1,9,9,5,5,9,6,5,4,7,5,8,5,3,3,50,50,1,100,1,100,1,100,1,100,1,50,1,10,0,75,0,75,1,20,100,100,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,40
51,2,7,5,6,4,8,1,6,3,4,5,6,7,3,8,5,50,50,1,100,1,10,1,10,0,0,0,0,1,30,1,30,0,0,1,50,10,30,50,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,57
54,2,7,7,6,6,6,2,8,9,3,3,4,1,3,7,2,76,44,1,50,1,34,1,30,1,24,1,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,41
55,1,2,9,9,4,5,9,6,6,3,7,5,8,5,3,2,50,60,1,100,0,0,0,10,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,40
56,2,8,4,5,8,8,2,3,2,6,6,6,6,3,2,5,70,50,1,100,1,20,1,20,1,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,48
58,2,9,5,4,9,9,1,1,1,5,8,9,9,1,1,6,100,50,1,100,1,0,1,2,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,27
60,2,9,5,4,9,9,1,9,3,5,8,5,5,4,5,5,50,50,1,100,1,10,1,12,1,99,1,0,0,10,1,60,0,60,0,30,30,35,40,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,22
66,2,9,5,5,9,9,1,5,1,5,9,5,5,3,5,5,60,60,1,100,1,50,1,60,0,10,0,0,1,60,0,100,0,60,1,0,20,40,80,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,51
70,1,1,8,9,4,5,9,6,5,4,7,5,6,5,3,2,50,50,1,100,0,20,0,30,0,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,43
71,1,5,9,9,4,5,9,5,9,3,3,5,8,5,5,3,50,50,1,100,1,65,1,70,1,70,1,80,1,60,1,70,0,45,1,65,0,30,50,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,42
73,1,1,9,9,5,5,9,6,5,4,9,5,8,5,4,2,70,70,1,100,1,100,1,100,1,100,1,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,46
74,1,1,9,3,5,9,9,5,6,3,7,6,8,5,3,3,50,50,1,100,1,100,1,100,1,100,1,100,1,50,1,50,1,50,1,50,0,0,0,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,43
83,1,1,8,9,2,6,9,6,5,4,7,5,3,5,3,2,50,50,1,100,1,20,1,20,1,20,0,10,1,50,1,50,1,50,1,50,100,100,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,36
